dataset_id,dataset_name,has_log,condition,strain_id,tf_identity,timepoints,classification,is_tf_localisation,tf_localisation_reason,reason,channels,all_channels,provenance,raw_llm_response
2248,Ramp_2to0pGlc_6h40_Msn2Dot6Mig1_00,True,2% glucose to 0% glucose,1352;762;742,Msn2;Dot6;Mig1,192,YES,YES,"Known TF(s) detected: Msn2, Dot6, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ramp_2to0pglc_6h40_msn2dot6mig1.log.,GFP_Z;GFP;cy5;mCherry_Z;mCherry,Brightfield;GFP_Z;GFP;cy5;mCherry_Z;mCherry,condition=llm | strain=group-lines | tf=dataset-name | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
2% glucose to 0% glucose"
2249,Sgo1_00,True,SC 2% glucose without drug to SC 2% glucose + 2.5 ug/ml nocodazole,,Bub1,500,YES,YES,Known TF(s) detected: Bub1,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: sgo1.log.,GFP_Z;GFP;cy5,Brightfield;GFP_Z;GFP;cy5,condition=llm | strain=none | tf=details | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
SC 2% glucose without drug to SC 2% glucose + 2.5 ug/ml nocodazole"
2250,Aggregation_hightolowN2_sorb_01,True,high nitrogen to low nitrogen,,Ltv1;Sro9;Gln1;Cpr6;Hsp42;Cdc123;Scd6;Tmt1;Sbp1;Nmd4;Met14;Lsm1;Edc1;Hyr1;Gtt2;Ura8;Pab1;Gcd1;Msn2,120,YES,YES,Known TF(s) detected: Msn2,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aggregation_hightolown2_sorb.log.,GFP;GFPFast;cy5,Brightfield;GFP;GFPFast;cy5,condition=llm | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
high nitrogen to low nitrogen"
2251,bswt_1_3_4_00,True,,,UNKNOWN,200,YES,NO,"This experiment is labeled ""Repeating GFP reporters"" and only includes a generic GFP channel with no named transcription factor being tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bswt_1_3_4.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is labeled ""Repeating GFP reporters"" and only includes a generic GFP channel with no named transcription factor being tracked for nuclear-cytoplasmic localisation."
2252,bswt_1_3_4_00,True,,,UNKNOWN,200,YES,NO,This dataset is described only as “Repeating GFP reporters” with a generic GFP channel and no named transcription factor being tracked for nuclear/cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: bswt_1_3_4.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This dataset is described only as “Repeating GFP reporters” with a generic GFP channel and no named transcription factor being tracked for nuclear/cytoplasmic localisation."
2253,Sgo1_00,True,SC 2% glucose without drug to SC 2% glucose + 2.5ug/ml nocodazole,,Bub1,500,YES,YES,Known TF(s) detected: Bub1,Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: sgo1.log.,GFP_Z;GFP;cy5,Brightfield;GFP_Z;GFP;cy5,condition=llm | strain=none | tf=details | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
SC 2% glucose without drug to SC 2% glucose + 2.5ug/ml nocodazole"
2254,Aggregation_2to0Glc_sorb_00,True,glucose to 0% glucose,,Fas2;Slh1;Aro1;Kem1;Ade6;Rse1;Iki3;Caf130;Gdh2;She4;Elp2;Pat1;Hsc82;Gcd6;Sse2;Ssk1;Ura8;Pab1;Gcd1;Msn2,120,YES,YES,"Known TF(s) detected: Hsc82, Ssk1, Msn2",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aggregation_2to0glc_sorb.log.,GFP;GFPFast;cy5,Brightfield;GFP;GFPFast;cy5,condition=llm | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
glucose to 0% glucose"
2255,Ramp_1to0pGlc_3h20_Msn2Dot6Mig1_00,True,1% glucose to 0% glucose,1352;762;742,Msn2;Dot6;Mig1,192,YES,YES,"Known TF(s) detected: Msn2, Dot6, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ramp_1to0pglc_3h20_msn2dot6mig1.log.,GFP_Z;GFP;cy5;mCherry_Z;mCherry,Brightfield;GFP_Z;GFP;cy5;mCherry_Z;mCherry,condition=llm | strain=group-lines | tf=dataset-name | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
1% glucose to 0% glucose"
2257,Aggregation_2to0Glc_sorb_00,True,glucose to 0% glucose,,Fas2;Slh1;Hsc82;Gcd6;Sse2;Ssk1;Pan3;Whi3;Sac7;Gcd2;Ecm25;Hbs1;Crh1;Ura8;Pab1;Asn2;Gcd1;Hdr1;Ppt1;Msn2,120,YES,YES,"Known TF(s) detected: Hsc82, Ssk1, Pan3, Whi3, Sac7, Msn2",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aggregation_2to0glc_sorb.log.,GFP;GFPFast;cy5,Brightfield;GFP;GFPFast;cy5,condition=llm | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
glucose to 0% glucose"
2260,AggregationScreen_zeropcGlc_00,False,,,UNKNOWN,,NO,NO,"This appears to be a protein aggregation screen under zero-percent glucose, not tracking the nuclear-cytoplasmic localisation of a transcription factor.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a protein aggregation screen under zero-percent glucose, not tracking the nuclear-cytoplasmic localisation of a transcription factor."
2692,Buffer2_01,True,,247,UNKNOWN,240,YES,NO,This appears to be a calibration experiment using pHluorin/GFP channels and does not name any transcription factor being tracked for nuclear localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using pHluorin/GFP channels and does not name any transcription factor being tracked for nuclear localisation."
2233,Switch_0d5to0pGlc_Msn2Dot6Mig1_00,True,0.5% glucose to 0% glucose,1352;762;742,Msn2;Dot6;Mig1,240,YES,YES,"Known TF(s) detected: Msn2, Dot6, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: switch_0-5to0pglc_msn2dot6mig1.log.,GFP_Z;GFP;cy5;mCherry_Z;mCherry,Brightfield;GFP_Z;GFP;cy5;mCherry_Z;mCherry,condition=llm | strain=group-lines | tf=dataset-name | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
0.5% glucose to 0% glucose"
2468,Ramp_1to0pGlc_5h_Msn2Dot6Mig1_EarlyStart_00,True,1% glucose to 0% glucose,1352;762;742,Msn2;Dot6;Mig1,192,YES,YES,"Known TF(s) detected: Msn2, Dot6, Mig1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ramp_1to0pglc_5h_msn2dot6mig1_earlystart.log.,GFP_Z;GFP;cy5;mCherry_Z;mCherry,Brightfield;GFP_Z;GFP;cy5;mCherry_Z;mCherry,condition=llm | strain=group-lines | tf=dataset-name | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
1% glucose to 0% glucose"
2475,B_time_14_56_00,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor or nuclear-localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor or nuclear-localisation reporter."
2476,B_time_17_30_00,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor undergoing nuclear-cytoplasmic localisation."
2477,B_time_17_30_01,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is an ABC transporter/plasma membrane protein rather than a transcription factor whose nuclear-cytoplasmic localisation is being monitored.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is an ABC transporter/plasma membrane protein rather than a transcription factor whose nuclear-cytoplasmic localisation is being monitored."
2479,C_time_12_19_00,True,,,UNKNOWN,1,NO,NO,"This experiment images Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment images Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor undergoing nuclear-cytoplasmic localisation."
2480,C_time_14_56_01,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug efflux transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored."
2481,C_time_17_30_00,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane ABC transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane ABC transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored."
2484,Ramp_1to0pGlc_10h_Msn2Mig1Hog1Whi5_00,True,1% glucose to 0% glucose,1352;1350;900;899;898,Mig1;Msn2,192,YES,YES,"Strain(s) 1352; 1350; 900; 899 in TF database → Mig1, Msn2",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: ramp_1to0pglc_10h_msn2mig1hog1whi5.log.,GFP_Z;GFP;cy5;mCherry_Z;mCherry,Brightfield;GFP_Z;GFP;cy5;mCherry_Z;mCherry,condition=llm | strain=group-lines | tf=strain-db | fluorescence=parsed-channels | tf_localisation=strain-db,"[condition]
1% glucose to 0% glucose"
2693,Buffer3_00,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using pHluorin/GFP channels and brightfield, with no transcription factor named or tracked for nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using pHluorin/GFP channels and brightfield, with no transcription factor named or tracked for nuclear-cytoplasmic localisation."
2694,_05_to_1glc_00,True,.05% glucose to 1%,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028,UNKNOWN,200,YES,NO,"This appears to use pHluorin and GFP channels during a glucose shift, with no transcription factor named or indicated as being tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: _05_to_1glclog.txt.,GFPFast;pHluorin405;cy5,GFPFast;Brightfield;pHluorin405;cy5,"condition=switch-phrase | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to use pHluorin and GFP channels during a glucose shift, with no transcription factor named or indicated as being tracked for nuclear localisation."
2797,gal_feedback_02,True,1 to 2,1392;group 1: YST_1392,UNKNOWN,300,YES,NO,"this appears to be a galactose feedback experiment with unspecified strain 1392 and channels including brightfield/mCherry/Cy5, but no transcription factor or nuclear-cytoplasmic localisation reporter is identified in the log.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: gal_feedbacklog.txt.,cy5;mCherry;GFP,Brightfield;Cy5;mCherry;GFP,"condition=llm | strain=details,position-names,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
1 to 2

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: this appears to be a galactose feedback experiment with unspecified strain 1392 and channels including brightfield/mCherry/Cy5, but no transcription factor or nuclear-cytoplasmic localisation reporter is identified in the log."
2852,TFScreen_plate2_AB_lowN2_00,True,high nitrogen media to low nitrogen media,,Afg2;Gis4;Def1;Ths1;Mac10;Hsc82;Sst2;Ssk1;Hcs1;Pan3;Gsh1;Mip6;Ypk1;Pbs2;Whi3;Sac7;Ssa1,24,YES,YES,"Known TF(s) detected: Afg2, Gis4, Def1, Ths1, Mac10, Hsc82, Sst2, Ssk1, Hcs1, Pan3, Gsh1, Mip6, Ypk1, Pbs2, Whi3, Sac7, Ssa1",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: tfscreen_plate2_ab_lown2.log.,GFP_Z;GFP;cy5,GFP_Z;GFP;Brightfield;cy5,condition=llm | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
high nitrogen media to low nitrogen media"
2695,Buffer1_01,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using GFP/pHluorin channels with no transcription factor named, and pHluorin is a sensor rather than a TF localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using GFP/pHluorin channels with no transcription factor named, and pHluorin is a sensor rather than a TF localisation marker."
2478,C_time_11_07_00,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane drug transporter rather than a transcription factor whose nuclear/cytoplasmic localisation is being monitored."
2482,2_to_0_1pc_glc_switch_00,True,,,Msn2;Mig1;Dot6;Maf1;Sfp1,180,YES,YES,"Known TF(s) detected: Msn2, Mig1, Dot6, Maf1, Sfp1",Fluorescence channel(s) found in parsed acquisition metadata.,GFP_Z;GFP;cy5,Brightfield;GFP_Z;GFP;cy5,condition=none | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
UNKNOWN"
2264,AggregationScreen_zeropcGlc_00,False,,,UNKNOWN,,NO,NO,"This appears to be a protein aggregation screen under zero-percent glucose, not tracking the nuclear-cytoplasmic localisation of a transcription factor.",No log or acquisition metadata was attached.,UNKNOWN,,condition=none | strain=none | tf=none | fluorescence=no-metadata | tf_localisation=llm,"[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a protein aggregation screen under zero-percent glucose, not tracking the nuclear-cytoplasmic localisation of a transcription factor."
2696,Buffer7_00,True,,247,UNKNOWN,240,YES,NO,This appears to be a calibration experiment using pHluorin/GFP channels and no transcription factor is named or tracked for nuclear-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using pHluorin/GFP channels and no transcription factor is named or tracked for nuclear-cytoplasmic localisation."
2697,Buffer2_00,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using GFP and pHluorin channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using GFP and pHluorin channels, and pHluorin is a pH sensor rather than a transcription factor localisation marker."
2698,Buffer5_01,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is named as being tracked.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is named as being tracked."
2487,RPL3_GFP_1145_Experiment_05,True,,,UNKNOWN,180,YES,NO,"This experiment tracks Rpl3-GFP, a ribosomal protein, not a transcription factor or nuclear-localisation reporter, so it is not TF localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: rpl3_gfp_1145_experiment.log.,GFP_Z;GFP,Brightfield;GFP_Z;GFP,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Rpl3-GFP, a ribosomal protein, not a transcription factor or nuclear-localisation reporter, so it is not TF localisation."
2699,Buffer1_00,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is named as being tracked.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is named as being tracked."
2472,A_time_17_30_00,True,,,UNKNOWN,1,NO,NO,"This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane ABC transporter rather than a transcription factor undergoing nuclear/cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;GFPFast,Brightfield;GFP;GFPFast,condition=none | strain=none | tf=none | fluorescence=parsed-channels | tf_localisation=llm,"[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment tracks Pdr5-GFP expression, and Pdr5 is a plasma membrane ABC transporter rather than a transcription factor undergoing nuclear/cytoplasmic localisation."
2490,Aggregation_low_nitrogen_00,True,high nitrogen to low nitrogen,,Kem1;Elp2;Whi3;Sac7;Asn2;Hdr1;Ltv1;Sro9;Empty;Cpr6;Cdc123;Tmt1;Sbp1;Nmd4;Met14;Lsm1;Edc1;Hyr1;Msn2,120,YES,YES,"Known TF(s) detected: Whi3, Sac7, Msn2",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: aggregation_low_nitrogen.log.,GFP;GFPFast;cy5,Brightfield;GFP;GFPFast;cy5,condition=llm | strain=none | tf=group-labels | fluorescence=parsed-channels | tf_localisation=known-tf,"[condition]
high nitrogen to low nitrogen"
2700,Buffer7_01,True,,247,UNKNOWN,240,YES,NO,"This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is identified as being tracked.",Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using GFP/pHluorin channels with strain 247, and no transcription factor or nuclear-localisation reporter is identified as being tracked."
2701,Buffer4_01,True,,247,UNKNOWN,240,YES,NO,This appears to be a calibration experiment using pHluorin/GFP channels with no transcription factor named or tracked for nuclear-versus-cytoplasmic localisation.,Fluorescence channel(s) found in parsed acquisition metadata.,GFP;pHluorin405;cy5,GFP;Brightfield;pHluorin405;cy5,"condition=none | strain=details,strain-field-labels | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This appears to be a calibration experiment using pHluorin/GFP channels with no transcription factor named or tracked for nuclear-versus-cytoplasmic localisation."
2702,1to2_raf_pH_00,True,1% raf to 2% raf,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028/pos029/pos030/pos031/pos032,UNKNOWN,240,YES,NO,"this experiment uses pHluorin and brightfield to measure pH/growth, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: 1to2_raf_phlog.txt.,GFP;pHluorin405,GFP;Brightfield;pHluorin405,"condition=llm | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
1% raf to 2% raf

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: this experiment uses pHluorin and brightfield to measure pH/growth, not a fluorescently tagged transcription factor undergoing nuclear-cytoplasmic localisation."
2703,NADH_noswitch_09,True,,prototrophic bud3-GFP (Bud3 pLUM);group 1: pos001;group 2: pos002;group 3: pos003;group 4: pos004;group 5: pos005;group 6: pos006;group 7: pos007;group 8: pos008;group 9: pos009;group 10: pos010;group 11: pos011;group 12: pos012;group 13: pos013;group 14: pos014;group 15: pos015;group 16: pos016;group 17: pos017;group 18: pos018,UNKNOWN,180,YES,NO,"This experiment measures NAD(P)H and Bud3-GFP, where Bud3 is a bud-neck/morphology marker and not a transcription factor localisation reporter.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: nadh_noswitchlog.txt.,GFP;NADH,GFP;NADH;Brightfield,"condition=no-switch-stated | strain=strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment measures NAD(P)H and Bud3-GFP, where Bud3 is a bud-neck/morphology marker and not a transcription factor localisation reporter."
2704,0_5_to1_glucose_06,True,,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028/pos029/pos030/pos031/pos032,UNKNOWN,200,YES,NO,"This experiment is measuring growth rate vs pH using the pHluorin sensor, which is a pH/metabolite reporter and not a transcription factor localisation marker.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: 0_5_to1_glucoselog.txt.,cy5;pHluorin488;pHluorin405,DIC;Brightfield;cy5;pHluorin488;pHluorin405,"condition=none | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
UNKNOWN

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment is measuring growth rate vs pH using the pHluorin sensor, which is a pH/metabolite reporter and not a transcription factor localisation marker."
2705,pHluorin_00,True,0.05% glucose to 1% glucose,247;group 1: pos001/pos002/pos003/pos004/pos005/pos006/pos007/pos008/pos009/pos010/pos011/pos012/pos013/pos014/pos015/pos016/pos017/pos018/pos019/pos020/pos021/pos022/pos023/pos024/pos025/pos026/pos027/pos028/pos029/pos030/pos031/pos032,UNKNOWN,240,YES,NO,"This experiment uses pHluorin, a pH sensor/metabolite reporter, not a fluorescently tagged transcription factor being tracked for nuclear localisation.",Fluorescence channel(s) found in parsed acquisition metadata. Metadata truncated: _05 to 1 phluorinlog.txt.,GFP;pHluorin405;cy5,GFPWide;pHluorin405;Brightfield;cy5,"condition=llm | strain=details,strain-field-labels,point-groups | tf=none | fluorescence=parsed-channels | tf_localisation=llm","[condition]
0.05% glucose to 1% glucose

[tf-identity]
UNKNOWN

[tf-localisation]
TF_LOCALISATION: NO
REASON: This experiment uses pHluorin, a pH sensor/metabolite reporter, not a fluorescently tagged transcription factor being tracked for nuclear localisation."
